business_id,Date,Rating,Content,Review_auther,Review_image,Reactions,Replies,review_order,Eelite_status,check-in_status,business_name
"portos-bakery-and-cafe-northridge","""07/11/2023""",5,"This is hands down my new favorite bakery in California. There were 2 long lines but they moved quickly and the employees are so nice. I tried a few of their specialty items and each one was better than the last!!! So fresh, so delicious, not too heavy. I also asked for half sweetener on my iced dulce de leche latte and it was so perfect. I can't wait to come back here","{""Friends"":141,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/yOr5AddQqAkAHE_1S7eTZA/60s.jpg"",""Location"":""Utica, MI"",""Photos"":927,""Reviews_made"":301,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=LCuXQZvVTB0l_LHxMFrkMg"",""Username"":""Bridgette Z.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/hAnl7jr4LeIL834DQEqhWg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/SGENE85vfWnLPA57x9nd0w/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",166,"Elite from 24","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""24/09/2023""",5,"Love this place!! Beautiful bakery and wonderful staff and even better food. Long lines for this place but it moves fast. My sis and I loved the pulled pork  but everything tasted wonderful. I would get one of their drinks nest time because they do them up here. Prices are great for the area. I will definitely come here every time I travel to LA.","{""Friends"":141,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/m3rekH4Pi6VtbAG3Nw3Udg/60s.jpg"",""Location"":""Seattle, WA"",""Photos"":1137,""Reviews_made"":387,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=-5Wo-nrs5_CHNN9sp0Mu7g"",""Username"":""Casey W.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/IiiFL6gFL7ES9coyvY_gtg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/ThNpJZulk78kNhlRCT4j3Q/348s.jpg""]","[{""Number"":2,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":2,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",169,"Elite from 24","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""27/02/2023""",5,"I don't know how many times I can give the Porto's Bakery and Cafe chain 5 stars for each of their location. In all locations, I always had good customer service, efficient wait times, quality food and beverages. 

Northridge is no exception. Staff is friendly, energetic, helpful and efficient. Prices are the same reasonable prices elsewhere.

What I can add is that I had their rustic chicken salad for the first time and I am thoroughly impressed at how good a simple chicken salad is. I wish I worked near a Porto's because for less than $9, I can have a great lunch.

I am also impressed by the single origin cold brew. I bought it black and it is smooth and delicious as any $6 cold brew you get from any other cafe. Theirs is only $3.80!","{""Friends"":2063,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/wT_No9zbLhEWI-IJVPukgA/60s.jpg"",""Location"":""Los Angeles, CA"",""Photos"":1782,""Reviews_made"":667,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=rPbbZQHAl2C2oqg0mGCujw"",""Username"":""Joy A.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/gMZYOsLGRqY6GDXCD6diQA/348s.jpg""]","[{""Number"":2,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":3,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",177,"Elite from 24","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""03/04/2024""",5,"Probably THE BEST Bakery/Cafe I've ever had in my life! And I've been around a long time! Beautiful outdoor/indoor seating with PLENTY of baked goods to choose from. I've attached a picture of Chicken Croquettes, for these little golden kisses are absolutely AMAZING! Crunchy on the outside, with a soft, delectable filling on the inside! I personally can eat 3-5 in one sitting, no problem. Shareable, but why? Everyone will want their OWN! ABSOLUTELY DELICIOUS! The employees are always happy! It's nice when an employee LOVES their job or at the very least, the product! It shows! Pride of ownership! Pride of employees.  Pride of food! Porto's is THE BEST business model other bakeries should strive to be like. Perfection!","{""Friends"":93,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/7WI-qixTRzTezHBfmN8qIQ/60s.jpg"",""Location"":""Woodland Hills, Los Angeles, CA"",""Photos"":68,""Reviews_made"":97,""URL"":""https://www.yelp.com/user_details?userid=x8ZQPBMIt9huL802FFAO1g"",""Username"":""Lanore B.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/wjbdwjgGpfQ07m1iE90zug/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",184,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""10/03/2023""",5,"My mom and good sis accompanied me on a lil trip to Porto's after a day at the beach. We arrived after 6pm and this place was bussin'!
It was our first time here and were at first confused how to go about ordering our selections. 

After a minute we soon put 2 and 2 together and noticed lines at different stations of the place. The Bakery, Cafe, and Coffee Bar. The line for the cafe moved pretty fast as there are many workers moving quickly. I ordered the Steak Torta, some of their popular potato balls, and my mom ordered their Cubano. At the Coffee bar, I ordered a Dulce de leche latte and my sister tried their insta worthy strawberry matcha latte. 

We found a table and our food was out in a jiffy. The Torta was a very filling size and had great flavor and a lot of meat! It was a great value. As was my mom's cubano. The sandwich was a smaller size but still had a mouthful of savory flavor. 

The latte's were amazing! After stirring our drinks their quality and sweetness brought me back to life. I really loved both! 

Overall it was quite the experience, the ordering/shopping experience feels like I was shopping at a mall which was a little different compared to how I am used to ordering food but the ambiance was great, food was delicious, and we will for sure be returning.","{""Friends"":35,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/90ju8zXLtMFerQ177oh0gw/60s.jpg"",""Location"":""San Fernando Valley, CA"",""Photos"":494,""Reviews_made"":230,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=7cf_CZgPH3X6mVtRNLon5g"",""Username"":""Ethan Z.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/88RrkpbdcJrkVdCHkHQzng/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":1,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",197,"Elite from 24","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""05/04/2024""",5,"Ropa Vieja delivers an authentic taste of Cuba right to your plate. From the moment you step in, you're greeted with the aroma of spices and the promise of a culinary journey. The star of the menu, ropa vieja, is a tender and flavorful shredded beef stewed with tomatoes, onions, and peppers, creating a symphony of savory goodness. Each bite is a reminder of the rich culinary heritage of Cuba, with perfectly balanced flavors and hearty portions that leave you satisfied and don't forget you Inca Kola is the best complement( my favorite soda from Peru). The atmosphere is cozy and inviting, making it the perfect spot for a casual meal with friends or a romantic dinner. With friendly staff and mouthwatering dishes, Ropa Vieja is a gem worth discovering.","{""Friends"":0,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/lsaE4tsbk52Hu5Y1EKQKTQ/60s.jpg"",""Location"":""Oxnard, CA"",""Photos"":38,""Reviews_made"":22,""URL"":""https://www.yelp.com/user_details?userid=w3VXK2zGxXSBmtxI-oQzHw"",""Username"":""Angela P.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/ntC1xiHU-pra4EfVxoWSQA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/MvJygTiS0nBhKJ_AtGmkug/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/zEeEfEqeK2tA7BL_T6z_Ug/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",234,"","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""11/11/2022""",5,"Came across this Porto's location quite by mistake. Given this this location is fairly new, my vehicle GPS system got us turned around multiple times while looking for Yard House.

Then there it was a brilliantly lit sign identified as Porto's. I was thrilled to say the least, since often need to drive to Burbank to visit Porto's.

Impressive location, appeared much larger than the Burbank location. Great service that is associated with the Porto's name.

Tons of parking, clean and impressive. There was one distinctive similarity with other Porto's locations. Yup, the had people in line half way outside the establishment.

All good, no complaints here as the wait was definitely worth it. Kudos Porto's.

The food was fresh and reasonably priced as in all other Porto's locations.

This brightly lit location was welcoming, friendly, and with a service quality of being on point and non rushed.

I look forward to coming back and partake of all your menu and non menu items.

Porto's- a true icon in its class!!!","{""Friends"":1253,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/L7aV97CccIuY5gyHeH6puw/60s.jpg"",""Location"":""Victorville, CA"",""Photos"":916,""Reviews_made"":123,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=VVFtWz60YAl0Xe2TGWu_rw"",""Username"":""Nash A.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/Fs6rZeDJyjPmPBrWV-PiVg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/xG7KYBDgjXo1semAFA5YHA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/VW8DopCD9yBFwuRuLlWnmA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/K55VM7D4P7F2FE12TsGFOA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/MnBNWNHr53Z4hsjwptVEkg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/8GEKHe1mV1KcHRJabcbD4w/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/rA4WZo0R3kCOkAhFVm-50Q/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/JGwldfYnzPEFTNHVWCtOVg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/a9w0JOo3mqyHUL-yLkGVMw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/xvvzevechuRPT2uUYRbotA/348s.jpg""]","[{""Number"":6,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":5,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",239,"Elite from 24","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""10/10/2022""",5,"Who doesn't love Porto's whether it's sweet or savory, you cannot go wrong.  Once you walk in you can go to the cafe or the bakery.  Although the line may seem long, they have a good system and it's worth it.   Stand in line, order at the counter then step aside while they get your order ready then pay.   My go to's at the bakery are the cheese rolls, potato balls and croquettes.  You can eat them straight out of the box but if they make it home, pop them in the air fryer and they are next level when they are served hot.  

You can always order ahead if you want to it some of the wait time down but I always like to see all the treats and just order although the wait may be longer.","{""Friends"":269,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/NeGAYzqm4O8_JeSPJyEPIA/60s.jpg"",""Location"":""San Fernando Valley, CA"",""Photos"":7169,""Reviews_made"":1217,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=WoE8rLUh8Pu76lWw8soohQ"",""Username"":""Katherine P.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/qmowR_9Cmhxp-eDEDyULxg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/yBqUYagCFUgXzKogScnepg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/xztbdBAUQOHKfkWy6t60tA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/jgLZRzZjHtEkquXZUDhg4g/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/6pYDTb05mXXZ_GEdPawyNA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/xPhBU5BG5UEybQez6w74Ww/348s.jpg""]","[{""Number"":9,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":8,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",257,"Elite from 24","12 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""20/10/2022""",5,"As expected from Porto's, it's good! The location is definitely bigger than we expected,  and we were easily able to find seating inside or outside for 2. There wasn't too much of a line either!

For drinks, we got a passion colada smoothie and a horchata cold brew. My mom enjoyed (and finished!) her passion colada smoothie, which was sweet and refreshing. I did find the horchata cold brew pretty balanced, but it was a bit bitter for me. It might be perfect for people who love the bitterness of cold brew, though!

We split a Chicken Milanesa sandwich to leave room for snacks, and it was definitely a good pick! The chicken was flavorful, and the breading was crispy. We loved the soft bread, and noted it had both a saucy spread and avocado spread, as well as some slices of tomato and cheese. It was a great combination of flavors!

The pumpkin muffin was crispy with crumble and pumpkin seeds on the top, but soft and moist on the inside. Perfect for fall. :)

We also got the cheese and spicy pepper potato ball, which had the crispy outside, smooth potato inner layer, and a center of creamy cheese and flavorful bites of pepper.

Note: They do have a cake menu and more items that I didn't take photos of today!

We'll definitely be back to get more pastries, as well as to sit and chat here!","{""Friends"":74,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/eu-z9Fz15XfltEDXy0jwqw/60s.jpg"",""Location"":""Los Angeles, CA"",""Photos"":1345,""Reviews_made"":174,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=voVWnNIO03Cs1oCqJ6xN-w"",""Username"":""Sophia S.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/C_hwlxNBODxbOpksRg92Ig/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/VmU5cxaWxsmGuewoTfp7ZQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/eHed80xhBNrb93ARn7ehKA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/6HQ0k0H96OumGMCCy2ABYQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/HA6McSLiSscwUZuP0YHp7A/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/3IBMPyqM2mQWU_fPKLr_sA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/fnrsNFx4qSSsbPDO8hLUAA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/khlLvVTQBxkWfsOMCpgFZw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/iWpt81ly4Ydeqf6LmwQoTQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/IQZEm9QRp22TvlPjrtCRjw/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",282,"Elite from 24","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""08/05/2023""",1,"Super disappointed to be honest. The service 0/0 the cake strawberry's were on their way to the trash and they thought oh maybe let's add it to a cake. I went here to get my dads birthday cake because he loves Porto's but the one in Burbank. This one was closer to me so I said let me try it! Never again would I be giving this location my business! The person helping me rude for no reason, the cake was good but the fruit on it really look bad and tasted even worse! /0/0 don't go here unless you want to be disappointed.","{""Friends"":56,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/D17vobmAt0mduZKr9F6qkg/60s.jpg"",""Location"":""San Fernando, CA"",""Photos"":248,""Reviews_made"":143,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=HkvG1ZpccCXibvmXxWCuBg"",""Username"":""Shirley L.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/mEAE4pEZ9VuTa4C3ZrnaPQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/78iRRvKtwFujOEKNkF7Bxw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/oyXsY86cICaOaMyWFD2mjA/348s.jpg""]","[{""Number"":1,""Title"":""Helpful""},{""Number"":1,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Hello Shirley, \n\nThank you for taking the time to write a review. I am very disappointed to hear about the experience you had during your visit at our bakery. This is not the service we strive to provide and I would appreciate an opportunity to personally connect with you and further discuss your experience. \n\nPlease email guestservice@portosbakery.com with your username and phone number and our team will personally reach out to you.\n\nI look forward to speaking with you soon.\nHave a sweet day,\nElise\nGuest Service"",""Date"":""08/05/2023"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/Jv85nyQaSbKBEgFuKQHx2w/30s.jpg"",""Username"":""Porto's B.""}]",287,"Elite from 24","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""04/09/2022""",5,"Okay but who DOESN'T like Porto's? My staples are the cheese rolls and potato balls. Though, inflation made their potato balls smaller. My boyfriend brought me here since he said this is the newest location and knew I didn't eat breakfast yet. 

As someone who literally always orders cheese rolls and potato balls, I expanded my horizons by trying the ham and cheese omelette sandwich. The croissant was so crispy and honestly this is such a great idea. The idea of an omelette with these sides makes it impossible for anything to fall out. I've been trying to recreate this at home but it's not the same. 

I've been to 4 Porto's location as of now. None of them disappoint me!","{""Friends"":273,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/vjY0KA9BJjNk_XZuuOYjXQ/60s.jpg"",""Location"":""El Cerrito, CA"",""Photos"":717,""Reviews_made"":281,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=_E0udZp20_fMylXNcsSVVQ"",""Username"":""Christine F.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/U64tYpkJKNeYsMIpdj2LRA/348s.jpg""]","[{""Number"":2,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":2,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Hello Christine,\n\nThank you so much for taking the time to leave us a review. We truly appreciate you! We are thrilled to hear that you have had great experiences during your visits at multiple bakery locations. I have to say, our breakfast menu is my favorite! I am glad that you were able to enjoy it! We hope to have the opprtunity to serve you again soon.\n\nHave a beautiful day!\n\nGaby\nGuest Service"",""Date"":""10/09/2022"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/Jv85nyQaSbKBEgFuKQHx2w/30s.jpg"",""Username"":""Porto's B.""}]",290,"Elite from 24","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""02/09/2022""",4,"This is probably the biggest Porto's ever, at least it's the biggest I have been too. I normally go to the one in Burbank but now that this location is open I come here too. 
The lines are always long specially during the weekends. The pastries are fresh cause they sell so much. I love their cheese rolls the best. 
I'm not a big fan of their sandwiches or salads but I like their coffee drinks and the cakes. 

I have been a customer of Porto's for many years. Happy to see them open new locations.","{""Friends"":272,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/UzXm1Dw6KmWiskQBvpXqAw/60s.jpg"",""Location"":""North Hollywood, CA"",""Photos"":7919,""Reviews_made"":1599,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=emVUAnSZevBeZ5pGPUn-wg"",""Username"":""Gohar K.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/HNujjqcub5o8dMdtGX6BNg/348s.jpg""]","[{""Number"":2,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":2,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",309,"Elite from 24","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""14/03/2023""",5,"As a Filipino, I can tell you I've been a huge fan of Porto's for years - and it's been a staple at many a family events - and was thrilled when they opened a location in the valley. No more driving to burbank. The lines were madness early on so I dodged going for a handful of weeks but when online ordering kicked in, I was able to go ahead and use that to avoid waiting in lines. The cheese rolls, guava rolls, potato balls, cakes, sandwiches, desserts, smoothies etc. it's all delicious. Ample parking, clean looking store, nice employees. If you want to actually go and wait in line, def recommend going a weekday evening after 6pm. Still a line but nothing too crazy. Otherwise I'll always recommend online ordering.","{""Friends"":122,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/bxtXeofPgKkpNCapLDub1w/60s.jpg"",""Location"":""Chatsworth, Los Angeles, CA"",""Photos"":629,""Reviews_made"":520,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=-J3gfTZjJjCC2R1o1ZVjdA"",""Username"":""Vijay C.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/zFtHInlW3DbyyJmpQL8Bsg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/Gcq4YOcnwWljSHRaqVMBzg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/nkoXkK0spnB_cpYEBgtRCA/348s.jpg""]","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",316,"Elite from 24","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""26/03/2023""",5,"My family loves Porto's! The pastries, the deserts, the specialty drinks & the hot food you can order... everything is amazing! Also, don't forget that you can buy whole loaves of bread that is baked fresh onsite. All the food is made fresh at Porto's which makes it especially nice! If you're looking for a whole cake that will impress someone for a special occasion, definitely come to Porto's!","{""Friends"":126,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/Qmv-0DyRm76NlORW0itenA/60s.jpg"",""Location"":""Santa Clarita, CA"",""Photos"":604,""Reviews_made"":354,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=Q2HvSavFcvW4UYz5mWCG2Q"",""Username"":""Chris M.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/IVQGU08mp-MN7nM_1xgewg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/cSjLqcnuZl8SH7_OKRplog/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/uHHLRQB4cM90jjVVCCz9aA/348s.jpg""]","[{""Number"":2,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",330,"Elite from 24","12 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""20/07/2022""",5,"First time to this location in Northridge! A little bit buried into town, but this one has way more parking! Super long line outside in the hundred degree heat, but once you got in it went by pretty fast!

I always get the lechon sandwiches and plates to bring back home to the bay area, plus some cheese rolls and guava rolls

I also saw they had bottled guava lemonade and got a couple of those! I wanted to try the strawberry pistacio tart and the new peach tart! 

I don't remember trying their oatmeal cookie and there cinnamon muffins so I got that as well

When I looked at my order after putting it in the car I noticed that they missed one thing, the guava rolls! 

good thing I still had to pick up my savory food, otherwise I would've had to wait in line again from the outside

Noah on the bakery side was super helpful and the bathrooms were very clean and very nice

Hoping to make it to other locations in future trips!","{""Friends"":390,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/GRRTiP7NEOiWQS1ehzENnw/60s.jpg"",""Location"":""Walnut Creek, CA"",""Photos"":6439,""Reviews_made"":516,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=ymk89gR6wSPo9PrHj3RJ8Q"",""Username"":""Alaric S.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/RIytccJQK-NLT7z4V3a0jQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/o9X7Dq78fugXUxuPoDDWSA/348s.jpg""]","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",336,"Elite from 24","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""30/04/2022""",5,"Their tiramisu cake is a *%+#*# masterpiece. The fact that it's $29 baffles me because it looks and tastes like a cake that should cost $80+. 

I would come here just for that. Their potato balls and cheese rolls are also bomb.","{""Friends"":361,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/lbaz7uRAQTGnThRl_4xfFA/60s.jpg"",""Location"":""Los Angeles, CA"",""Photos"":2178,""Reviews_made"":712,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=I0WZt1nOnGi1e-JHs6QmJg"",""Username"":""Nooshi B.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/nB0GsEUqjDoSqson-VncOg/348s.jpg""]","[{""Number"":9,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":8,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",341,"Elite from 24","0 check-in","Porto's Bakery and Cafe"
"portos-bakery-and-cafe-northridge","""29/01/2023""",5,"I enjoyed this location.  Its huge, beautiful and clean. I like how they have different sitting areas to sit and enjoy the food. There's a lot of free parking too. 8am and it was busy but they were organized.  They had a lot of staff on board to help out. The order line went fast and the food came out at a reasonable time. The workers are nice there and very helpful. I definitely would be back here to try new things. Don't forget to grab a coffee or tea drink at their bar. They have a nice selection of favorable drinks.","{""Friends"":34,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/t67mXLzADQEH-BelqxFx6Q/60s.jpg"",""Location"":""Las Vegas, NV"",""Photos"":1210,""Reviews_made"":267,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=ZU6F9koaNP8yw81NUJb5Qg"",""Username"":""Lore B.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/za9gRtFe5Pa2EpW1Et1yhg/348s.jpg""]","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":1,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",351,"Elite from 24","0 check-in","Porto's Bakery and Cafe"
